ratio,loan_initial_term,loan_initial_amount,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,income,vehicle_production_year,vehicle_initial_assessment_value,age,loan_type_leaseback,loan_type_leasing,region_region 1,region_region 4,region_region 5,region_region 6,region_region 7,branch_branch 2,branch_branch 3,branch_branch 5,branch_branch 6,branch_branch 7,had_car_loan,had_other_loans
2.832038191652485,-1.8734007941126596,-0.8108230099974344,-0.8957379828269243,3.4546447837328693,0.7391802030655114,-0.055761546874229205,1.006980995165496,-0.4959028613239737,-0.8611645934894057,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8060897320391089,0.9995693528189732,1.3705250990592464,0.7910068439247834,0.552995260274247,0.7391802030655114,-0.7269414038666471,0.6006251115934099,0.5718751524297424,-0.6839593087453636,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,-0.27730626803953023,-0.32607898576261646,0.4017580377513103,-1.0048255191506323,-1.298413252126828,-0.3303351247347638,-0.2120866555507624,-0.4959028613239737,-0.7725619511173846,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.55820823934524,-0.9157440784687819,-0.32607898576261646,0.9423813796589096,0.22480068399224015,0.7391802030655114,0.49338560884684,-0.8216204809088916,-0.6293751130431882,-0.15234345451323733,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1.2078739400044507,-0.9157440784687819,-0.0837069736452075,0.5639450403235915,0.8450330446440778,0.7391802030655114,-0.4371137383471939,-1.431154306267021,-0.36243060960475915,1.5311067505551623,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0129742298066864,0.9995693528189732,-0.44726499182132096,-0.9842036205936247,0.018581438184364314,0.7391802030655114,0.18830385566846822,1.8196927623096684,0.03798614555288438,-1.3927804477215318,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.0,0.36113154238972145,-0.0837069736452075,1.05050604804043,-0.6518337284291853,-1.298413252126828,0.0662711543971195,-0.00890871376471933,-0.4959028613239737,-1.0383698782334476,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1.8575396406636648,-1.5541818888980337,-0.0837069736452075,-0.24698997253780938,0.36096503535127533,0.7391802030655114,0.18830385566846822,-0.00890871376471933,-0.028749980306722874,-1.0383698782334476,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.0,0.36113154238972145,-0.3381975863684869,1.2451304511271666,-2.0910291474883853,-1.7059317475563402,-0.7269414038666471,-1.431154306267021,-0.6961112389027955,0.024861830230804745,1,0,0,0,0,1,0,0,0,1,0,0,1,1
-0.9731466264943354,2.2764449736774766,0.8857810748244285,-0.08971772761923336,-0.022069793998967514,0.7391802030655114,0.7984673620252117,2.4292265876677974,0.7720835300085642,-0.7725619511173846,1,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.5787067368083845,-0.9157440784687819,0.9463740778537807,0.7386079661706598,-0.07384401533346505,0.7391802030655114,0.18830385566846822,0.19426922802132374,0.30493064899131345,-0.15234345451323733,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.23337538901563062,-1.5541818888980337,-0.38667198879196873,0.23957103517903416,0.8547112941575556,-1.298413252126828,-0.21465829332129785,-0.6184425391228485,-0.4959028613239737,-1.1269725206054688,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0.0,-1.2349629836834077,-0.3381975863684869,1.2451304511271666,1.1609827547388047,0.7391802030655114,-0.7269414038666471,-0.00890871376471933,-0.6961112389027955,-0.3295487392572794,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1.2078739400044507,-0.9157440784687819,1.4917111051179508,-0.5713639776823667,0.49438845956649585,0.7391802030655114,0.7984673620252117,2.0228707040957112,1.9065976696218876,-0.15234345451323733,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.0,0.9995693528189732,-0.5684509978800255,-0.04737520014115709,0.1432223472953126,0.7391802030655114,-0.7269414038666471,-1.0247984226949347,-0.562638987183581,-1.2155751629774898,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.41629031164357994,-1.5541818888980337,1.6128971111766555,0.7359615582032825,0.8400609917293884,-1.298413252126828,1.1035491152035835,0.803803053379453,0.7720835300085642,0.645080326834952,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,-0.9157440784687819,-0.32607898576261646,0.6512765032471259,0.5829940429646528,0.7391802030655114,-0.11677789750990357,-0.6184425391228485,-0.562638987183581,-0.24094609688525837,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.8060897320391089,0.9995693528189732,1.8552691232940643,0.33688323672239967,-1.1139935116966773,-1.298413252126828,1.4086308683819553,1.006980995165496,1.239236411025815,0.7336829692069731,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2.9944546168173014,-0.9157440784687819,0.279851044530906,-0.4930668040267827,0.7408645697937287,0.7391802030655114,-0.26931877409908944,1.6165148205236253,0.5051390265701352,-0.41815138162930043,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.8830410896748452,-1.5541818888980337,-0.932009016056139,-1.5805275492432174,1.2288363961692197,0.7391802030655114,-0.2998269494169266,-0.2120866555507624,-0.22895835788554464,-0.5067540240013215,1,0,0,0,0,1,0,0,1,0,0,0,0,0
